"","V1","V2","V3","prob","cumul.prob","V6"
"3782",42,11,47,1.24846594016335e-08,1.19637290591659e-05,22.82
"3783",11,42,47,1.24846594016335e-08,1.19762137185675e-05,22.82
"3784",50,38,12,2.37654409323955e-08,1.19999791594999e-05,22.64
"3785",38,50,12,2.37654409323955e-08,1.20237446004323e-05,22.64
"3786",50,12,38,2.37654409323955e-08,1.20475100413647e-05,22.64
"3787",12,50,38,2.37654409323955e-08,1.20712754822971e-05,22.64
"3788",38,12,50,2.37654409323955e-08,1.20950409232295e-05,22.64
"3789",12,38,50,2.37654409323955e-08,1.21188063641619e-05,22.64
"3790",46,43,11,1.36460230669015e-08,1.21324523872288e-05,22.58
"3791",43,46,11,1.36460230669015e-08,1.21460984102957e-05,22.58
"3792",46,11,43,1.36460230669015e-08,1.21597444333626e-05,22.58
"3793",11,46,43,1.36460230669015e-08,1.21733904564295e-05,22.58
"3794",43,11,46,1.36460230669015e-08,1.21870364794964e-05,22.58
"3795",11,43,46,1.36460230669015e-08,1.22006825025633e-05,22.58
"3796",45,44,11,1.42662968426695e-08,1.2214948799406e-05,22.46
"3797",44,45,11,1.42662968426695e-08,1.22292150962487e-05,22.46
"3798",45,11,44,1.42662968426695e-08,1.22434813930913e-05,22.46
"3799",11,45,44,1.42662968426695e-08,1.2257747689934e-05,22.46
"3800",44,11,45,1.42662968426695e-08,1.22720139867767e-05,22.46
"3801",11,44,45,1.42662968426695e-08,1.22862802836193e-05,22.46
"3802",55,27,18,2.04584939685262e-07,1.24908652233046e-05,22.34
"3803",27,55,18,2.04584939685262e-07,1.26954501629899e-05,22.34
"3804",55,18,27,2.04584939685262e-07,1.29000351026751e-05,22.34
"3805",18,55,27,2.04584939685262e-07,1.31046200423604e-05,22.34
"3806",27,18,55,2.04584939685262e-07,1.33092049820456e-05,22.34
"3807",18,27,55,2.04584939685262e-07,1.35137899217309e-05,22.34
"3808",54,30,16,1.41345013748068e-07,1.3655134935479e-05,22.16
"3809",30,54,16,1.41345013748068e-07,1.3796479949227e-05,22.16
"3810",54,16,30,1.41345013748068e-07,1.39378249629751e-05,22.16
"3811",16,54,30,1.41345013748068e-07,1.40791699767232e-05,22.16
"3812",30,16,54,1.41345013748068e-07,1.42205149904713e-05,22.16
"3813",16,30,54,1.41345013748068e-07,1.43618600042193e-05,22.16
"3814",49,39,12,3.04685140158921e-08,1.43923285182352e-05,21.98
"3815",39,49,12,3.04685140158921e-08,1.44227970322511e-05,21.98
"3816",49,12,39,3.04685140158921e-08,1.4453265546267e-05,21.98
"3817",12,49,39,3.04685140158921e-08,1.44837340602829e-05,21.98
"3818",39,12,49,3.04685140158921e-08,1.45142025742988e-05,21.98
"3819",12,39,49,3.04685140158921e-08,1.45446710883147e-05,21.98
"3820",51,36,13,5.0398506713345e-08,1.4595069595028e-05,21.98
"3821",36,51,13,5.0398506713345e-08,1.46454681017414e-05,21.98
"3822",51,13,36,5.0398506713345e-08,1.46958666084547e-05,21.98
"3823",13,51,36,5.0398506713345e-08,1.47462651151681e-05,21.98
"3824",36,13,51,5.0398506713345e-08,1.47966636218814e-05,21.98
"3825",13,36,51,5.0398506713345e-08,1.48470621285947e-05,21.98
"3826",55,26,19,2.90725966921165e-07,1.51377880955159e-05,21.86
"3827",26,55,19,2.90725966921165e-07,1.54285140624371e-05,21.86
"3828",55,19,26,2.90725966921165e-07,1.57192400293582e-05,21.86
"3829",19,55,26,2.90725966921165e-07,1.60099659962794e-05,21.86
"3830",26,19,55,2.90725966921165e-07,1.63006919632006e-05,21.86
"3831",19,26,55,2.90725966921165e-07,1.65914179301217e-05,21.86
"3832",53,32,15,1.23106947457999e-07,1.67145248775797e-05,21.74
"3833",32,53,15,1.23106947457999e-07,1.68376318250377e-05,21.74
"3834",53,15,32,1.23106947457999e-07,1.69607387724957e-05,21.74
"3835",15,53,32,1.23106947457999e-07,1.70838457199537e-05,21.74
"3836",32,15,53,1.23106947457999e-07,1.72069526674117e-05,21.74
"3837",15,32,53,1.23106947457999e-07,1.73300596148697e-05,21.74
"3838",52,34,14,8.72281846961755e-08,1.74172877995659e-05,21.68
"3839",34,52,14,8.72281846961755e-08,1.75045159842621e-05,21.68
"3840",52,14,34,8.72281846961755e-08,1.75917441689583e-05,21.68
"3841",14,52,34,8.72281846961755e-08,1.76789723536544e-05,21.68
"3842",34,14,52,8.72281846961755e-08,1.77662005383506e-05,21.68
"3843",14,34,52,8.72281846961755e-08,1.78534287230468e-05,21.68
"3844",55,25,20,3.77943756997504e-07,1.82313724800443e-05,21.5
"3845",25,55,20,3.77943756997504e-07,1.86093162370418e-05,21.5
"3846",55,20,25,3.77943756997504e-07,1.89872599940393e-05,21.5
"3847",20,55,25,3.77943756997504e-07,1.93652037510368e-05,21.5
"3848",25,20,55,3.77943756997504e-07,1.97431475080343e-05,21.5
"3849",20,25,55,3.77943756997504e-07,2.01210912650318e-05,21.5
"3850",48,40,12,3.73239296694667e-08,2.01584151947013e-05,21.44
"3851",40,48,12,3.73239296694667e-08,2.01957391243707e-05,21.44
"3852",48,12,40,3.73239296694667e-08,2.02330630540402e-05,21.44
"3853",12,48,40,3.73239296694667e-08,2.02703869837097e-05,21.44
"3854",40,12,48,3.73239296694667e-08,2.03077109133791e-05,21.44
"3855",12,40,48,3.73239296694667e-08,2.03450348430486e-05,21.44
"3856",54,29,17,2.49432377202469e-07,2.05944672202511e-05,21.38
"3857",29,54,17,2.49432377202469e-07,2.08438995974535e-05,21.38
"3858",54,17,29,2.49432377202469e-07,2.1093331974656e-05,21.38
"3859",17,54,29,2.49432377202469e-07,2.13427643518585e-05,21.38
"3860",29,17,54,2.49432377202469e-07,2.1592196729061e-05,21.38
"3861",17,29,54,2.49432377202469e-07,2.18416291062634e-05,21.38
"3862",55,24,21,4.49933044044648e-07,2.22915621503081e-05,21.26
"3863",24,55,21,4.49933044044648e-07,2.27414951943527e-05,21.26
"3864",55,21,24,4.49933044044648e-07,2.31914282383974e-05,21.26
"3865",21,55,24,4.49933044044648e-07,2.3641361282442e-05,21.26
"3866",24,21,55,4.49933044044648e-07,2.40912943264867e-05,21.26
"3867",21,24,55,4.49933044044648e-07,2.45412273705313e-05,21.26
"3868",50,37,13,6.94682119562342e-08,2.46106955824875e-05,21.14
"3869",37,50,13,6.94682119562342e-08,2.46801637944438e-05,21.14
"3870",55,23,22,4.90836048048724e-07,2.51709998424925e-05,21.14
"3871",23,55,22,4.90836048048724e-07,2.56618358905412e-05,21.14
"3872",55,22,23,4.90836048048724e-07,2.61526719385899e-05,21.14
"3873",22,55,23,4.90836048048724e-07,2.66435079866387e-05,21.14
"3874",50,13,37,6.94682119562342e-08,2.67129761985949e-05,21.14
"3875",13,50,37,6.94682119562342e-08,2.67824444105511e-05,21.14
"3876",37,13,50,6.94682119562342e-08,2.68519126225074e-05,21.14
"3877",13,37,50,6.94682119562342e-08,2.69213808344636e-05,21.14
"3878",23,22,55,4.90836048048724e-07,2.74122168825123e-05,21.14
"3879",22,23,55,4.90836048048724e-07,2.79030529305611e-05,21.14
"3880",47,41,12,4.36963079057163e-08,2.79467492384668e-05,21.02
"3881",41,47,12,4.36963079057163e-08,2.79904455463725e-05,21.02
"3882",47,12,41,4.36963079057163e-08,2.80341418542782e-05,21.02
"3883",12,47,41,4.36963079057163e-08,2.80778381621839e-05,21.02
"3884",41,12,47,4.36963079057163e-08,2.81215344700896e-05,21.02
"3885",12,41,47,4.36963079057163e-08,2.81652307779953e-05,21.02
"3886",53,31,16,2.46213894915984e-07,2.84114446729113e-05,20.78
"3887",31,53,16,2.46213894915984e-07,2.86576585678273e-05,20.78
"3888",53,16,31,2.46213894915984e-07,2.89038724627433e-05,20.78
"3889",16,53,31,2.46213894915984e-07,2.91500863576593e-05,20.78
"3890",31,16,53,2.46213894915984e-07,2.93963002525753e-05,20.78
"3891",16,31,53,2.46213894915984e-07,2.96425141474913e-05,20.78
"3892",46,42,12,4.88982493230661e-08,2.96914123968143e-05,20.72
"3893",42,46,12,4.88982493230661e-08,2.97403106461374e-05,20.72
"3894",54,28,18,4.01863274381752e-07,3.01421739205191e-05,20.72
"3895",28,54,18,4.01863274381752e-07,3.05440371949009e-05,20.72
"3896",54,18,28,4.01863274381752e-07,3.09459004692826e-05,20.72
"3897",18,54,28,4.01863274381752e-07,3.13477637436644e-05,20.72
"3898",46,12,42,4.88982493230661e-08,3.13966619929875e-05,20.72
"3899",12,46,42,4.88982493230661e-08,3.14455602423105e-05,20.72
"3900",42,12,46,4.88982493230661e-08,3.14944584916336e-05,20.72
"3901",12,42,46,4.88982493230661e-08,3.15433567409567e-05,20.72
"3902",28,18,54,4.01863274381752e-07,3.19452200153384e-05,20.72
"3903",18,28,54,4.01863274381752e-07,3.23470832897202e-05,20.72
"3904",51,35,14,1.29596160120032e-07,3.24766794498402e-05,20.66
"3905",35,51,14,1.29596160120032e-07,3.26062756099602e-05,20.66
"3906",51,14,35,1.29596160120032e-07,3.27358717700803e-05,20.66
"3907",14,51,35,1.29596160120032e-07,3.28654679302003e-05,20.66
"3908",35,14,51,1.29596160120032e-07,3.29950640903203e-05,20.66
"3909",14,35,51,1.29596160120032e-07,3.31246602504404e-05,20.66
"3910",45,43,12,5.23097550897865e-08,3.31769700055301e-05,20.54
"3911",43,45,12,5.23097550897865e-08,3.32292797606199e-05,20.54
"3912",52,33,15,1.97717218644657e-07,3.34269969792646e-05,20.54
"3913",33,52,15,1.97717218644657e-07,3.36247141979092e-05,20.54
"3914",52,15,33,1.97717218644657e-07,3.38224314165539e-05,20.54
"3915",15,52,33,1.97717218644657e-07,3.40201486351986e-05,20.54
"3916",45,12,43,5.23097550897865e-08,3.40724583902883e-05,20.54
"3917",12,45,43,5.23097550897865e-08,3.41247681453781e-05,20.54
"3918",43,12,45,5.23097550897865e-08,3.41770779004679e-05,20.54
"3919",12,43,45,5.23097550897865e-08,3.42293876555577e-05,20.54
"3920",33,15,52,1.97717218644657e-07,3.44271048742024e-05,20.54
"3921",15,33,52,1.97717218644657e-07,3.4624822092847e-05,20.54
"3922",44,44,12,5.34986131600127e-08,3.4678320706007e-05,20.48
"3923",44,12,44,5.34986131600127e-08,3.4731819319167e-05,20.48
"3924",12,44,44,5.34986131600127e-08,3.47853179323271e-05,20.48
"3925",49,38,13,9.14055420476762e-08,3.48767234743747e-05,20.42
"3926",38,49,13,9.14055420476762e-08,3.49681290164224e-05,20.42
"3927",49,13,38,9.14055420476762e-08,3.50595345584701e-05,20.42
"3928",13,49,38,9.14055420476762e-08,3.51509401005178e-05,20.42
"3929",38,13,49,9.14055420476762e-08,3.52423456425654e-05,20.42
"3930",13,38,49,9.14055420476762e-08,3.53337511846131e-05,20.42
"3931",54,27,19,5.92219562246795e-07,3.59259707468599e-05,20.18
"3932",27,54,19,5.92219562246795e-07,3.65181903091067e-05,20.18
"3933",54,19,27,5.92219562246795e-07,3.71104098713535e-05,20.18
"3934",19,54,27,5.92219562246795e-07,3.77026294336003e-05,20.18
"3935",27,19,54,5.92219562246795e-07,3.82948489958471e-05,20.18
"3936",19,27,54,5.92219562246795e-07,3.88870685580939e-05,20.18
"3937",53,30,17,4.48978278964448e-07,3.93360468370583e-05,19.94
"3938",30,53,17,4.48978278964448e-07,3.97850251160228e-05,19.94
"3939",53,17,30,4.48978278964448e-07,4.02340033949872e-05,19.94
"3940",17,53,30,4.48978278964448e-07,4.06829816739517e-05,19.94
"3941",30,17,53,4.48978278964448e-07,4.11319599529161e-05,19.94
"3942",17,30,53,4.48978278964448e-07,4.15809382318806e-05,19.94
"3943",48,39,13,1.14842860521439e-07,4.1695781092402e-05,19.82
"3944",39,48,13,1.14842860521439e-07,4.18106239529234e-05,19.82
"3945",48,13,39,1.14842860521439e-07,4.19254668134449e-05,19.82
"3946",13,48,39,1.14842860521439e-07,4.20403096739663e-05,19.82
"3947",39,13,48,1.14842860521439e-07,4.21551525344878e-05,19.82
"3948",13,39,48,1.14842860521439e-07,4.22699953950092e-05,19.82
"3949",54,26,20,7.99496409033174e-07,4.30694918040424e-05,19.76
"3950",26,54,20,7.99496409033174e-07,4.38689882130756e-05,19.76
"3951",54,20,26,7.99496409033174e-07,4.46684846221087e-05,19.76
"3952",20,54,26,7.99496409033174e-07,4.54679810311419e-05,19.76
"3953",26,20,54,7.99496409033174e-07,4.62674774401751e-05,19.76
"3954",20,26,54,7.99496409033174e-07,4.70669738492082e-05,19.76
"3955",50,36,14,1.83594560170046e-07,4.72505684093783e-05,19.76
"3956",36,50,14,1.83594560170046e-07,4.74341629695483e-05,19.76
"3957",50,14,36,1.83594560170046e-07,4.76177575297184e-05,19.76
"3958",14,50,36,1.83594560170046e-07,4.78013520898884e-05,19.76
"3959",36,14,50,1.83594560170046e-07,4.79849466500585e-05,19.76
"3960",14,36,50,1.83594560170046e-07,4.81685412102285e-05,19.76
"3961",52,32,16,4.0779176345461e-07,4.85763329736831e-05,19.52
"3962",32,52,16,4.0779176345461e-07,4.89841247371377e-05,19.52
"3963",52,16,32,4.0779176345461e-07,4.93919165005924e-05,19.52
"3964",16,52,32,4.0779176345461e-07,4.9799708264047e-05,19.52
"3965",32,16,52,4.0779176345461e-07,5.02075000275016e-05,19.52
"3966",16,32,52,4.0779176345461e-07,5.06152917909562e-05,19.52
"3967",54,25,21,9.89852696898259e-07,5.16051444878544e-05,19.46
"3968",25,54,21,9.89852696898259e-07,5.25949971847527e-05,19.46
"3969",54,21,25,9.89852696898259e-07,5.3584849881651e-05,19.46
"3970",21,54,25,9.89852696898259e-07,5.45747025785492e-05,19.46
"3971",25,21,54,9.89852696898259e-07,5.55645552754475e-05,19.46
"3972",21,25,54,9.89852696898259e-07,5.65544079723457e-05,19.46
"3973",51,34,15,3.0239104028007e-07,5.68567990126258e-05,19.46
"3974",34,51,15,3.0239104028007e-07,5.71591900529059e-05,19.46
"3975",51,15,34,3.0239104028007e-07,5.74615810931859e-05,19.46
"3976",15,51,34,3.0239104028007e-07,5.7763972133466e-05,19.46
"3977",34,15,51,3.0239104028007e-07,5.80663631737461e-05,19.46
"3978",15,34,51,3.0239104028007e-07,5.83687542140262e-05,19.46
"3979",47,40,13,1.37811432625721e-07,5.85065656466519e-05,19.34
"3980",40,47,13,1.37811432625721e-07,5.86443770792776e-05,19.34
"3981",47,13,40,1.37811432625721e-07,5.87821885119033e-05,19.34
"3982",13,47,40,1.37811432625721e-07,5.8919999944529e-05,19.34
"3983",40,13,47,1.37811432625721e-07,5.90578113771548e-05,19.34
"3984",13,40,47,1.37811432625721e-07,5.91956228097805e-05,19.34
"3985",54,24,22,1.12483261011167e-06,6.03204554198921e-05,19.28
"3986",24,54,22,1.12483261011167e-06,6.14452880300038e-05,19.28
"3987",54,22,24,1.12483261011167e-06,6.25701206401155e-05,19.28
"3988",22,54,24,1.12483261011167e-06,6.36949532502272e-05,19.28
"3989",24,22,54,1.12483261011167e-06,6.48197858603388e-05,19.28
"3990",22,24,54,1.12483261011167e-06,6.59446184704505e-05,19.28
"3991",53,29,18,7.48297131607449e-07,6.66929156020579e-05,19.22
"3992",29,53,18,7.48297131607449e-07,6.74412127336654e-05,19.22
"3993",54,23,23,1.17373837576869e-06,6.86149511094341e-05,19.22
"3994",23,54,23,1.17373837576869e-06,6.97886894852028e-05,19.22
"3995",53,18,29,7.48297131607449e-07,7.05369866168102e-05,19.22
"3996",18,53,29,7.48297131607449e-07,7.12852837484177e-05,19.22
"3997",29,18,53,7.48297131607449e-07,7.20335808800251e-05,19.22
"3998",18,29,53,7.48297131607449e-07,7.27818780116326e-05,19.22
"3999",23,23,54,1.17373837576869e-06,7.39556163874013e-05,19.22
"4000",46,41,13,1.57978959351447e-07,7.41135953467527e-05,18.98
"4001",41,46,13,1.57978959351447e-07,7.42715743061041e-05,18.98
"4002",49,37,14,2.4810075698655e-07,7.45196750630907e-05,18.98
"4003",37,49,14,2.4810075698655e-07,7.47677758200772e-05,18.98
"4004",49,14,37,2.4810075698655e-07,7.50158765770638e-05,18.98
"4005",14,49,37,2.4810075698655e-07,7.52639773340503e-05,18.98
"4006",46,13,41,1.57978959351447e-07,7.54219562934018e-05,18.98
"4007",13,46,41,1.57978959351447e-07,7.55799352527532e-05,18.98
"4008",41,13,46,1.57978959351447e-07,7.57379142121047e-05,18.98
"4009",13,41,46,1.57978959351447e-07,7.58958931714561e-05,18.98
"4010",37,14,49,2.4810075698655e-07,7.61439939284427e-05,18.98
"4011",14,37,49,2.4810075698655e-07,7.63920946854292e-05,18.98
"4012",45,42,13,1.7302457452777e-07,7.6565119259957e-05,18.74
"4013",42,45,13,1.7302457452777e-07,7.67381438344848e-05,18.74
"4014",45,13,42,1.7302457452777e-07,7.69111684090125e-05,18.74
"4015",13,45,42,1.7302457452777e-07,7.70841929835403e-05,18.74
"4016",42,13,45,1.7302457452777e-07,7.72572175580681e-05,18.74
"4017",13,42,45,1.7302457452777e-07,7.74302421325959e-05,18.74
"4018",44,43,13,1.81072229156967e-07,7.76113143617528e-05,18.62
"4019",43,44,13,1.81072229156967e-07,7.77923865909098e-05,18.62
"4020",53,28,19,1.14213772719026e-06,7.89345243181e-05,18.62
"4021",28,53,19,1.14213772719026e-06,8.00766620452903e-05,18.62
"4022",53,19,28,1.14213772719026e-06,8.12187997724806e-05,18.62
"4023",19,53,28,1.14213772719026e-06,8.23609374996708e-05,18.62
"4024",44,13,43,1.81072229156967e-07,8.25420097288278e-05,18.62
"4025",13,44,43,1.81072229156967e-07,8.27230819579848e-05,18.62
"4026",43,13,44,1.81072229156967e-07,8.29041541871417e-05,18.62
"4027",13,43,44,1.81072229156967e-07,8.30852264162987e-05,18.62
"4028",28,19,53,1.14213772719026e-06,8.4227364143489e-05,18.62
"4029",19,28,53,1.14213772719026e-06,8.53695018706792e-05,18.62
"4030",52,31,17,7.67608025326287e-07,8.61371098960055e-05,18.62
"4031",31,52,17,7.67608025326287e-07,8.69047179213318e-05,18.62
"4032",52,17,31,7.67608025326287e-07,8.76723259466581e-05,18.62
"4033",17,52,31,7.67608025326287e-07,8.84399339719844e-05,18.62
"4034",31,17,52,7.67608025326287e-07,8.92075419973107e-05,18.62
"4035",17,31,52,7.67608025326287e-07,8.99751500226369e-05,18.62
"4036",50,35,15,4.40626944408115e-07,9.04157769670451e-05,18.5
"4037",35,50,15,4.40626944408115e-07,9.08564039114532e-05,18.5
"4038",50,15,35,4.40626944408115e-07,9.12970308558613e-05,18.5
"4039",15,50,35,4.40626944408115e-07,9.17376578002694e-05,18.5
"4040",35,15,50,4.40626944408115e-07,9.21782847446775e-05,18.5
"4041",15,35,50,4.40626944408115e-07,9.26189116890856e-05,18.5
"4042",51,33,16,6.42580960595146e-07,9.32614926496808e-05,18.38
"4043",33,51,16,6.42580960595146e-07,9.39040736102759e-05,18.38
"4044",51,16,33,6.42580960595146e-07,9.45466545708711e-05,18.38
"4045",16,51,33,6.42580960595146e-07,9.51892355314662e-05,18.38
"4046",33,16,51,6.42580960595146e-07,9.58318164920614e-05,18.38
"4047",16,33,51,6.42580960595146e-07,9.64743974526565e-05,18.38
"4048",48,38,14,3.1991939716686e-07,9.67943168498234e-05,18.32
"4049",38,48,14,3.1991939716686e-07,9.71142362469902e-05,18.32
"4050",48,14,38,3.1991939716686e-07,9.74341556441571e-05,18.32
"4051",14,48,38,3.1991939716686e-07,9.77540750413239e-05,18.32
"4052",38,14,48,3.1991939716686e-07,9.80739944384908e-05,18.32
"4053",14,38,48,3.1991939716686e-07,9.83939138356577e-05,18.32
"4054",53,27,20,1.59899281806644e-06,9.99929066537241e-05,18.14
"4055",27,53,20,1.59899281806644e-06,0.000101591899471791,18.14
"4056",53,20,27,1.59899281806644e-06,0.000103190892289857,18.14
"4057",20,53,27,1.59899281806644e-06,0.000104789885107923,18.14
"4058",27,20,53,1.59899281806644e-06,0.00010638887792599,18.14
"4059",20,27,53,1.59899281806644e-06,0.000107987870744056,18.14
"4060",52,30,18,1.32199159917308e-06,0.000109309862343229,17.84
"4061",30,52,18,1.32199159917308e-06,0.000110631853942402,17.84
"4062",52,18,30,1.32199159917308e-06,0.000111953845541576,17.84
"4063",18,52,30,1.32199159917308e-06,0.000113275837140749,17.84
"4064",30,18,52,1.32199159917308e-06,0.000114597828739922,17.84
"4065",18,30,52,1.32199159917308e-06,0.000115919820339095,17.84
"4066",47,39,14,3.93746950359207e-07,0.000116313567289454,17.78
"4067",39,47,14,3.93746950359207e-07,0.000116707314239813,17.78
"4068",53,26,21,2.0558479089426e-06,0.000118763162148756,17.78
"4069",26,53,21,2.0558479089426e-06,0.000120819010057698,17.78
"4070",53,21,26,2.0558479089426e-06,0.000122874857966641,17.78
"4071",21,53,26,2.0558479089426e-06,0.000124930705875584,17.78
"4072",47,14,39,3.93746950359207e-07,0.000125324452825943,17.78
"4073",14,47,39,3.93746950359207e-07,0.000125718199776302,17.78
"4074",39,14,47,3.93746950359207e-07,0.000126111946726661,17.78
"4075",14,39,47,3.93746950359207e-07,0.00012650569367702,17.78
"4076",26,21,53,2.0558479089426e-06,0.000128561541585963,17.78
"4077",21,26,53,2.0558479089426e-06,0.000130617389494906,17.78
"4078",49,36,15,6.11981867233481e-07,0.000131229371362139,17.66
"4079",36,49,15,6.11981867233481e-07,0.000131841353229373,17.66
"4080",49,15,36,6.11981867233481e-07,0.000132453335096606,17.66
"4081",15,49,36,6.11981867233481e-07,0.00013306531696384,17.66
"4082",36,15,49,6.11981867233481e-07,0.000133677298831073,17.66
"4083",15,36,49,6.11981867233481e-07,0.000134289280698306,17.66
"4084",53,25,22,2.42963843784125e-06,0.000136718919136148,17.54
"4085",25,53,22,2.42963843784125e-06,0.000139148557573989,17.54
"4086",53,22,25,2.42963843784125e-06,0.00014157819601183,17.54
"4087",22,53,25,2.42963843784125e-06,0.000144007834449671,17.54
"4088",25,22,53,2.42963843784125e-06,0.000146437472887513,17.54
"4089",22,25,53,2.42963843784125e-06,0.000148867111325354,17.54
"4090",51,32,17,1.24736304115531e-06,0.000150114474366509,17.42
"4091",32,51,17,1.24736304115531e-06,0.000151361837407665,17.42
"4092",53,24,23,2.64091134547954e-06,0.000154002748753144,17.42
"4093",24,53,23,2.64091134547954e-06,0.000156643660098624,17.42
"4094",53,23,24,2.64091134547954e-06,0.000159284571444103,17.42
"4095",23,53,24,2.64091134547954e-06,0.000161925482789583,17.42
"4096",51,17,32,1.24736304115531e-06,0.000163172845830738,17.42
"4097",17,51,32,1.24736304115531e-06,0.000164420208871893,17.42
"4098",32,17,51,1.24736304115531e-06,0.000165667571913049,17.42
"4099",17,32,51,1.24736304115531e-06,0.000166914934954204,17.42
"4100",24,23,53,2.64091134547954e-06,0.000169555846299683,17.42
"4101",23,24,53,2.64091134547954e-06,0.000172196757645163,17.42
"4102",46,40,14,4.62652666672086e-07,0.000172659410311835,17.36
"4103",40,46,14,4.62652666672086e-07,0.000173122062978507,17.36
"4104",50,34,16,9.6387144089277e-07,0.0001740859344194,17.36
"4105",34,50,16,9.6387144089277e-07,0.000175049805860293,17.36
"4106",50,16,34,9.6387144089277e-07,0.000176013677301185,17.36
"4107",16,50,34,9.6387144089277e-07,0.000176977548742078,17.36
"4108",46,14,40,4.62652666672086e-07,0.00017744020140875,17.36
"4109",14,46,40,4.62652666672086e-07,0.000177902854075422,17.36
"4110",40,14,46,4.62652666672086e-07,0.000178365506742095,17.36
"4111",14,40,46,4.62652666672086e-07,0.000178828159408767,17.36
"4112",34,16,50,9.6387144089277e-07,0.000179792030849659,17.36
"4113",16,34,50,9.6387144089277e-07,0.000180755902290552,17.36
"4114",52,29,19,2.08735515658908e-06,0.000182843257447141,17.18
"4115",29,52,19,2.08735515658908e-06,0.00018493061260373,17.18
"4116",52,19,29,2.08735515658908e-06,0.000187017967760319,17.18
"4117",19,52,29,2.08735515658908e-06,0.000189105322916908,17.18
"4118",29,19,52,2.08735515658908e-06,0.000191192678073498,17.18
"4119",19,29,52,2.08735515658908e-06,0.000193280033230087,17.18
"4120",45,41,14,5.1907372358328e-07,0.00019379910695367,17.06
"4121",41,45,14,5.1907372358328e-07,0.000194318180677253,17.06
"4122",45,14,41,5.1907372358328e-07,0.000194837254400836,17.06
"4123",14,45,41,5.1907372358328e-07,0.00019535632812442,17.06
"4124",41,14,45,5.1907372358328e-07,0.000195875401848003,17.06
"4125",14,41,45,5.1907372358328e-07,0.000196394475571586,17.06
"4126",48,37,15,8.10462472822755e-07,0.000197204938044409,16.94
"4127",37,48,15,8.10462472822755e-07,0.000198015400517232,16.94
"4128",48,15,37,8.10462472822755e-07,0.000198825862990055,16.94
"4129",15,48,37,8.10462472822755e-07,0.000199636325462877,16.94
"4130",37,15,48,8.10462472822755e-07,0.0002004467879357,16.94
"4131",15,37,48,8.10462472822755e-07,0.000201257250408523,16.94
"4132",44,42,14,5.56150418124976e-07,0.000201813400826648,16.88
"4133",42,44,14,5.56150418124976e-07,0.000202369551244773,16.88
"4134",44,14,42,5.56150418124976e-07,0.000202925701662898,16.88
"4135",14,44,42,5.56150418124976e-07,0.000203481852081023,16.88
"4136",42,14,44,5.56150418124976e-07,0.000204038002499148,16.88
"4137",14,42,44,5.56150418124976e-07,0.000204594152917273,16.88
"4138",43,43,14,5.69084148779e-07,0.000205163237066052,16.82
"4139",43,14,43,5.69084148779e-07,0.000205732321214831,16.82
"4140",14,43,43,5.69084148779e-07,0.00020630140536361,16.82
"4141",52,28,20,3.02666497705415e-06,0.000209328070340664,16.64
"4142",28,52,20,3.02666497705415e-06,0.000212354735317718,16.64
"4143",52,20,28,3.02666497705415e-06,0.000215381400294772,16.64
"4144",20,52,28,3.02666497705415e-06,0.000218408065271826,16.64
"4145",28,20,52,3.02666497705415e-06,0.00022143473024888,16.64
"4146",20,28,52,3.02666497705415e-06,0.000224461395225935,16.64
"4147",51,31,18,2.21753429538711e-06,0.000226678929521322,16.58
"4148",31,51,18,2.21753429538711e-06,0.000228896463816709,16.58
"4149",51,18,31,2.21753429538711e-06,0.000231113998112096,16.58
"4150",18,51,31,2.21753429538711e-06,0.000233331532407483,16.58
"4151",31,18,51,2.21753429538711e-06,0.00023554906670287,16.58
"4152",18,31,51,2.21753429538711e-06,0.000237766600998257,16.58
"4153",49,35,16,1.37695920127532e-06,0.000239143560199533,16.46
"4154",35,49,16,1.37695920127532e-06,0.000240520519400808,16.46
"4155",49,16,35,1.37695920127532e-06,0.000241897478602083,16.46
"4156",16,49,35,1.37695920127532e-06,0.000243274437803359,16.46
"4157",35,16,49,1.37695920127532e-06,0.000244651397004634,16.46
"4158",16,35,49,1.37695920127532e-06,0.000246028356205909,16.46
"4159",47,38,15,1.02374207093391e-06,0.000247052098276843,16.34
"4160",38,47,15,1.02374207093391e-06,0.000248075840347777,16.34
"4161",50,33,17,1.92774288178554e-06,0.000250003583229563,16.34
"4162",33,50,17,1.92774288178554e-06,0.000251931326111348,16.34
"4163",50,17,33,1.92774288178554e-06,0.000253859068993134,16.34
"4164",17,50,33,1.92774288178554e-06,0.000255786811874919,16.34
"4165",47,15,38,1.02374207093391e-06,0.000256810553945853,16.34
"4166",15,47,38,1.02374207093391e-06,0.000257834296016787,16.34
"4167",38,15,47,1.02374207093391e-06,0.000258858038087721,16.34
"4168",15,38,47,1.02374207093391e-06,0.000259881780158655,16.34
"4169",33,17,50,1.92774288178554e-06,0.00026180952304044,16.34
"4170",17,33,50,1.92774288178554e-06,0.000263737265922226,16.34
"4171",52,27,21,4.03555330273889e-06,0.000267772819224965,16.22
"4172",27,52,21,4.03555330273889e-06,0.000271808372527704,16.22
"4173",52,21,27,4.03555330273889e-06,0.000275843925830443,16.22
"4174",21,52,27,4.03555330273889e-06,0.000279879479133182,16.22
"4175",27,21,52,4.03555330273889e-06,0.00028391503243592,16.22
"4176",21,27,52,4.03555330273889e-06,0.000287950585738659,16.22
